id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
12402,M,1.4125,1.1,0.3375,26.705229,10.489315,5.4714535,8.221355,15.0
12403,I,1.4625,1.125,0.3875,21.87163925,9.48290775,4.53592,6.36446275,9.0
12404,F,1.4875,1.175,0.4,26.365035,10.149121,6.16601625,7.5126175,8.0
12405,M,1.3125,1.0125,0.325,18.824068,8.561549,5.03203625,4.9611625,7.0
12406,I,1.2125,0.8875,0.275,12.99824575,5.613201,2.50893075,3.742134,8.0
12407,F,1.5625,1.225,0.425,40.1145425,19.03668925,8.221355,10.95708175,11.0
12408,I,1.0,0.7625,0.2125,8.8733935,3.9405805,1.70097,2.83495,7.0
12409,I,0.8125,0.625,0.2125,5.556502,2.041164,0.8788345,1.70097,5.0
12410,F,1.2625,1.0125,0.35,21.035329,7.3992195,5.08873525,6.80388,15.0
12411,I,1.3625,1.075,0.35,21.885814,9.17106325,4.479221,7.087375,9.0
12412,F,1.575,1.2875,0.375,30.94347925,12.927372,7.3425205,10.0640725,11.0
12413,F,1.6625,1.2875,0.4375,37.364641,15.592225,9.128539,9.4970825,11.0
12414,I,1.25,0.975,0.3125,15.43630275,7.10154975,3.13261975,4.63514325,7.0
12415,I,1.2625,1.025,0.2875,15.87572,6.633783,4.15320175,6.0951425,9.0
12416,F,1.55,1.175,0.45,31.62386725,11.58077075,7.95203475,9.355335,16.0
12417,F,1.2875,1.0125,0.375,19.17843675,9.39785925,3.8838815,6.3786375,9.0
12418,F,1.375,1.075,0.3875,23.91280325,9.87980075,4.74854125,7.2291225,9.0
12419,M,1.3,1.0,0.3375,20.05727125,9.8372765,4.12485225,5.0178615,8.0
12420,M,1.25,0.9625,0.3125,18.427175,9.2135875,4.06815325,4.819415,9.0
12421,I,0.6875,0.4875,0.2,3.7137845,1.417475,0.680388,0.8788345,6.0
12422,I,0.875,0.6375,0.1875,4.80524025,2.11203775,1.43164975,1.5592225,6.0
12423,M,1.475,1.1125,0.3875,24.6924145,11.8784405,4.9044635,6.520385,7.0
12424,M,1.3375,1.05,0.3875,23.51591025,9.87980075,4.55009475,5.783298,15.0
12425,M,1.625,1.3125,0.4125,38.51279575,18.9091165,7.6260155,9.70970375,11.0
12426,I,1.3625,0.9625,0.325,16.71203025,8.8166945,3.04757125,4.53592,7.0
12427,M,1.575,1.2625,0.425,33.46658475,14.13222575,6.577084,9.63883,11.0
12428,F,1.5125,1.125,0.3875,33.26813825,13.60776,5.59902625,9.7805775,11.0
12429,M,1.1875,0.975,0.3125,17.50581625,8.50485,3.33106625,3.685435,7.0
12430,F,1.6125,1.2625,0.4125,33.35862775,13.551061,7.6827145,9.922325,13.0
12431,I,1.2875,0.9875,0.3375,17.70426275,7.04485075,3.72795925,6.23689,9.0
12432,F,1.25,0.9625,0.3,14.5999925,6.90310325,2.99087225,3.685435,8.0
12433,F,1.3125,1.0375,0.375,21.5172705,7.89533575,5.0745605,7.37087,11.0
12434,F,1.5625,1.2375,0.4,35.4652245,17.4349425,8.051258,8.9300925,12.0
12435,M,1.5,1.1625,0.3875,29.24250925,12.3320325,5.74077375,7.01650125,9.0
12436,M,1.475,1.1625,0.3875,29.13687875,12.3320325,7.41339425,7.654365,9.0
12437,F,1.2875,1.0,0.3,18.01610725,7.04485075,4.4508715,5.2446575,11.0
12438,F,1.55,1.2125,0.4375,36.55668025,16.6411565,8.221355,10.3475675,10.0
12439,I,0.725,0.625,0.1625,3.04757125,1.587572,0.623689,0.850485,5.0
12440,F,1.45,1.1625,0.375,24.73493875,10.90038275,4.57844425,7.087375,8.0
12441,M,1.7,1.3125,0.5125,50.6605565,23.26853225,11.2547515,12.3320325,13.0
12442,I,0.9875,0.75,0.25,7.98038425,3.58621175,1.927766,2.26796,6.0
12443,F,1.775,1.3875,0.5,53.4388075,27.045423,10.375917,12.3320325,12.0
12444,I,1.075,0.8125,0.25,10.33339275,4.46504625,2.25378525,2.9766975,6.0
12445,M,1.475,1.125,0.3625,21.64484325,9.6104805,4.8477645,6.87475375,12.0
12446,I,1.0375,0.775,0.225,7.72523875,3.8271825,2.0128145,2.4097075,6.0
12447,F,1.3,0.9875,0.325,16.42853525,7.07320025,3.95475525,5.2446575,9.0
12448,M,1.2125,0.8875,0.2875,13.79203175,5.9817445,3.5436875,4.252425,10.0
12449,I,0.6875,0.5125,0.175,2.721552,1.0489315,0.52446575,0.850485,6.0
12450,I,0.9625,0.7,0.2375,6.42116175,2.4097075,1.63009625,2.1262125,6.0
12451,F,1.25,0.95,0.325,17.70426275,9.87980075,3.04757125,5.9250455,9.0
12452,F,1.6875,1.3625,0.4375,48.00987825,17.61921425,7.8528115,16.44271,18.0
12453,I,1.0,0.6875,0.2125,8.51902475,3.96893,1.51669825,1.984465,6.0
12454,M,1.4125,1.075,0.3625,27.68328675,15.3937785,5.14543425,6.3786375,8.0
12455,F,0.775,0.5625,0.2125,3.81300775,1.360776,1.020582,1.304077,10.0
12456,F,1.3125,1.0125,0.35,21.1203775,8.12213175,3.55786225,5.8116475,9.0
12457,M,1.175,0.8875,0.3125,13.9196045,5.40057975,3.4869885,4.3941725,9.0
12458,F,1.55,1.2125,0.4375,34.03357475,16.4710595,5.76912325,8.77417025,10.0
12459,F,1.8,1.4375,0.4875,50.81647875,19.71707725,11.60912025,15.4504775,15.0
12460,I,1.4375,1.125,0.35,24.73493875,11.453198,5.2446575,7.087375,9.0
12461,M,1.55,1.2125,0.4,36.3157095,17.22232125,8.2497045,8.9300925,9.0
12462,I,1.175,0.8625,0.2625,12.984071,5.37223025,2.9199985,3.2034935,8.0
12463,M,1.35,1.05,0.3625,20.41164,8.32057825,5.5281525,5.5281525,11.0
12464,M,1.6625,1.3375,0.4375,47.740558,19.5895045,9.14271375,13.3526145,13.0
12465,F,1.5875,1.2625,0.4,32.545226,14.855138,7.52679225,9.39785925,10.0
12466,F,1.525,1.1875,0.375,31.808139,15.025235,6.67630725,8.9300925,10.0
12467,I,0.85,0.6625,0.225,5.10291,2.19708625,0.86465975,1.3891255,5.0
12468,M,1.325,1.025,0.325,18.01610725,7.10154975,4.63514325,4.9611625,9.0
12469,M,1.625,1.3125,0.4375,38.96638775,18.07280625,8.278054,10.20582,8.0
12470,M,1.6375,1.2875,0.4375,35.777069,15.77649675,7.47009325,10.3475675,10.0
12471,M,1.475,1.175,0.3625,33.55163325,13.8062065,7.41339425,8.3631025,11.0
12472,I,0.4,0.3,0.0875,0.5953395,0.21262125,0.12757275,0.1417475,4.0
12473,M,1.7625,1.3625,0.45,52.900167,23.31746375,10.432616,11.056305,12.0
12474,M,1.725,1.2875,0.425,45.472598,20.695135,11.0846545,12.757275,13.0
12475,M,1.55,1.2,0.4125,34.5013415,17.19397175,6.90310325,8.0796075,10.0
12476,I,1.15,0.8125,0.3125,13.39513875,5.14543425,3.572037,3.5436875,7.0
12477,F,1.5,1.2,0.4,27.499015,9.525432,6.67630725,8.9300925,12.0
12478,M,1.4,1.05,0.3875,22.4244545,9.87980075,5.953395,6.6621325,10.0
12479,I,1.225,0.95,0.3125,17.84601025,7.0590255,3.89805625,4.082328,11.0
12480,I,1.15,0.8625,0.275,12.4454305,5.9817445,2.721552,3.685435,8.0
12481,I,0.7875,0.625,0.2125,4.309124,1.7860185,1.14815475,1.2757275,7.0
12482,M,1.575,1.2625,0.4,40.1145425,18.1153305,8.901743,9.7805775,11.0
12483,F,1.325,1.0,0.325,16.51358375,8.49067525,3.89805625,4.819415,9.0
12484,I,0.95,0.675,0.225,6.30776375,2.6365035,1.14815475,1.8427175,6.0
12485,I,1.1,0.8625,0.3,12.65805175,5.6982495,2.50893075,3.40194,8.0
12486,I,1.4,1.075,0.3375,23.643483,11.4248485,5.556502,6.0384435,8.0
12487,M,1.525,1.2125,0.4125,32.488527,14.92601175,7.484268,9.4970825,19.0
12488,F,1.4375,1.175,0.4125,29.95124675,10.95708175,6.98815175,8.9300925,13.0
12489,F,1.6125,1.25,0.4,39.2073585,16.6411565,8.57572375,11.90679,11.0
12490,F,1.5375,1.1875,0.425,35.210079,13.324265,6.27941425,12.6155275,17.0
12491,F,1.5625,1.225,0.4,33.7487195,14.92601175,6.406987,10.942907,12.0
12492,I,0.525,0.4625,0.125,1.20485375,0.83631025,0.18427175,0.43941725,4.0
12493,F,1.4625,1.125,0.375,27.51318975,13.62193475,5.0178615,7.2291225,8.0
12494,M,1.5625,1.2375,0.4375,36.457457,17.349894,8.17883075,9.19941275,10.0
12495,I,0.7,0.5375,0.15,3.515338,2.041164,0.77961125,0.9922325,5.0
12496,M,1.275,1.0375,0.3875,19.80212575,9.525432,4.139027,7.7961125,10.0
12497,I,1.1,0.8,0.275,10.73028575,4.37999775,2.097863,3.40194,9.0
12498,I,0.7,0.5,0.175,3.55786225,1.474174,0.75126175,0.850485,6.0
12499,I,0.8375,0.6625,0.225,5.82582225,2.721552,1.0489315,1.417475,6.0
12500,I,1.225,0.95,0.325,15.66309875,6.78970525,3.572037,4.3941725,8.0
12501,I,1.3375,1.1,0.35,23.74270625,10.829509,4.91863825,6.80388,11.0
12502,F,1.5,1.175,0.375,33.8776525,13.05494475,5.839997,8.731646,14.0
12503,I,1.15,0.875,0.3125,12.6722265,5.3013565,2.33883375,3.5436875,10.0
12504,I,0.5125,0.3875,0.1125,1.06310625,0.35436875,0.18427175,0.3118445,4.0
12505,F,1.5,1.2375,0.4,30.900955,14.04717725,7.3425205,8.9300925,10.0
12506,F,1.4125,1.1,0.4,29.993771,11.72251825,6.1518415,8.50485,11.0
12507,M,1.6625,1.275,0.45,39.179009,15.4504775,8.43397625,12.190285,10.0
12508,F,1.1125,0.8625,0.3,11.2547515,4.32329875,2.5231055,3.40194,10.0
12509,F,1.4,1.125,0.375,26.2799865,10.24834425,5.273007,7.7961125,11.0
12510,M,1.4875,1.1625,0.3625,23.700182,11.04213025,4.8477645,6.9456275,12.0
12511,F,1.2875,0.9875,0.3375,16.9246515,7.10154975,3.41611475,5.5281525,14.0
12512,I,0.9375,0.725,0.225,8.107957,3.288542,1.80019325,2.1262125,6.0
12513,F,1.475,1.15,0.375,28.76056775,13.9196045,6.010094,7.83863675,10.0
12514,I,0.875,0.65,0.225,6.27941425,2.6932025,1.20485375,1.984465,7.0
12515,I,0.95,0.7,0.2375,7.58349125,3.41611475,1.7293195,1.927766,8.0
12516,I,1.2,0.9375,0.3125,14.75591475,6.3786375,3.52951275,4.1673765,8.0
12517,I,0.925,0.725,0.2,7.49844275,2.721552,1.31825175,2.1262125,7.0
12518,M,1.55,1.2125,0.4375,35.13920525,14.458245,7.7394135,10.0640725,13.0
12519,I,1.025,0.7875,0.225,9.355335,4.40834725,1.97029025,2.551455,7.0
12520,I,1.2625,0.9625,0.3125,16.76872925,8.164656,3.04757125,4.35164825,8.0
12521,M,1.3875,1.075,0.35,20.96445525,7.78193775,4.989512,6.80388,18.0
12522,F,1.4875,1.1625,0.4125,27.8675585,11.35397475,6.64795775,8.63242275,10.0
12523,F,1.2875,0.975,0.2875,20.28406725,7.66853975,4.422522,7.2291225,13.0
12524,I,1.3625,1.0875,0.375,22.92057075,9.31281075,5.14543425,6.6621325,10.0
12525,M,1.3,1.0125,0.3375,17.6050395,7.540967,3.9972795,5.06038575,9.0
12526,I,0.5375,0.425,0.1375,1.304077,0.623689,0.396893,0.56699,5.0
12527,I,0.925,0.6875,0.2,6.59125875,3.44446425,1.17650425,1.8427175,6.0
12528,M,1.45,1.1375,0.375,26.138239,11.07047975,6.406987,7.7961125,11.0
12529,I,0.875,0.65,0.2125,5.1879585,2.11203775,1.020582,1.70097,6.0
12530,M,1.5875,1.2125,0.4125,35.81959325,14.50076925,8.901743,8.9300925,11.0
12531,M,1.4,1.1,0.4375,24.777463,9.31281075,4.89028875,8.0796075,12.0
12532,M,1.2875,0.975,0.3,17.7184375,6.0384435,3.81300775,6.23689,15.0
12533,M,1.55,1.3,0.4125,37.71900975,15.80484625,7.27164675,10.0640725,11.0
12534,M,1.3875,1.0625,0.3875,23.0481435,10.6310625,4.77689075,5.8116475,11.0
12535,I,0.9,0.6,0.2,4.97533725,2.05533875,1.17650425,1.70097,6.0
12536,M,0.8875,0.7125,0.25,8.958442,4.2240755,1.51669825,2.28213475,10.0
12537,I,0.6125,0.45,0.1625,2.11203775,0.8788345,0.396893,0.60951425,4.0
12538,I,0.875,0.6625,0.225,6.59125875,2.721552,1.11980525,2.551455,7.0
12539,I,0.4625,0.3375,0.1,0.86465975,0.3118445,0.21262125,0.283495,6.0
12540,I,1.2125,0.925,0.35,17.08057375,8.29222875,3.07592075,4.9611625,6.0
12541,I,0.925,0.6875,0.2375,5.31553125,2.28213475,1.14815475,1.2757275,7.0
12542,M,1.475,1.1875,0.3375,27.76833525,11.623295,5.99591925,7.93786,9.0
12543,I,1.35,1.1,0.375,22.52367775,10.432616,5.82582225,6.87475375,9.0
12544,F,1.2375,1.0125,0.3,18.313777,8.0796075,4.12485225,4.9611625,9.0
12545,M,1.5875,1.225,0.4,32.98464325,13.08329425,7.767763,9.4970825,12.0
12546,F,1.4125,1.1125,0.3625,25.16018125,13.1258185,5.42892925,6.76135575,9.0
12547,I,1.0375,0.8125,0.275,9.6104805,4.01145425,1.80019325,2.6932025,8.0
12548,F,1.3875,1.0625,0.3625,21.885814,9.015141,4.9044635,6.7755305,13.0
12549,M,1.0625,0.775,0.2625,10.73028575,4.6776675,1.88524175,2.83495,6.0
12550,F,1.525,1.175,0.4,32.33260475,14.16057525,8.40562675,8.9300925,9.0
12551,I,0.575,0.4375,0.125,1.99863975,0.737087,0.396893,0.56699,5.0
12552,I,1.225,0.9375,0.325,16.31513725,7.711064,3.9972795,4.53592,8.0
12553,I,0.725,0.525,0.2,3.01922175,1.360776,0.66621325,0.850485,6.0
12554,I,0.7375,0.5875,0.1875,4.32329875,1.644271,0.92135875,1.13398,5.0
12555,I,0.9375,0.7,0.225,6.066793,2.721552,1.11980525,1.644271,7.0
12556,M,1.5125,1.1875,0.45,33.77842925,13.13999325,7.3992195,9.4970825,24.0
12557,M,1.3625,1.025,0.4,24.2955215,7.2291225,4.63514325,8.50485,15.0
12558,I,1.125,0.8375,0.2875,11.1413535,5.11708475,2.05533875,3.10427025,9.0
12559,I,0.775,0.5875,0.225,4.252425,1.6159215,0.94970825,1.530873,8.0
12560,F,1.2875,1.0,0.3625,21.9708625,9.48290775,5.896696,5.2446575,9.0
12561,M,1.5125,1.275,0.4375,33.8776525,14.61416725,6.973977,10.20582,12.0
12562,I,1.125,0.8875,0.3125,13.777857,5.74077375,3.005047,4.1106775,8.0
12563,M,1.3875,1.0375,0.3625,23.926978,12.43125575,5.556502,7.654365,8.0
12564,M,1.7625,1.4125,0.5375,56.14618475,27.1871705,12.47378,14.74174,14.0
12565,F,1.225,0.9625,0.2625,17.90270925,5.3580555,3.61456125,6.80388,10.0
12566,M,1.425,1.125,0.3875,25.684647,9.695529,6.2085405,6.23689,12.0
12567,F,1.5625,1.25,0.3875,37.71900975,14.35902175,8.2497045,9.4970825,12.0
12568,M,1.175,0.925,0.2875,15.5071765,7.55514175,2.87747425,4.3941725,8.0
12569,I,0.8375,0.625,0.2125,5.8683465,2.4097075,1.190679,1.63009625,6.0
12570,M,1.5375,1.175,0.4125,30.43318825,14.2597985,5.1312595,7.7961125,9.0
12571,F,1.45,1.125,0.3875,27.25804425,11.09882925,4.72019175,8.788345,17.0
12572,M,1.6375,1.2875,0.5125,37.15201975,18.540573,7.66853975,11.4815475,12.0
12573,F,1.7375,1.375,0.5125,49.25725625,20.68096025,10.56018875,15.26620575,10.0
12574,I,0.9125,0.6875,0.2375,6.0384435,2.48058125,1.17650425,1.984465,5.0
12575,F,1.4625,1.1875,0.4625,31.6096925,11.7650425,6.16601625,9.2135875,13.0
12576,M,1.475,1.1125,0.3375,26.2799865,13.16834275,5.62737575,6.19436575,7.0
12577,M,1.5,1.2,0.4125,28.292801,11.793392,6.7755305,7.7961125,12.0
12578,I,1.3375,1.0375,0.3625,22.29688175,7.200773,4.762716,6.80388,11.0
12579,I,0.8625,0.6875,0.225,5.00368675,2.25378525,1.0489315,1.984465,7.0
12580,I,0.8625,0.6875,0.225,5.85417175,2.211261,1.6726205,1.70097,7.0
12581,F,1.1875,0.9125,0.2875,16.7120303,6.4920355,3.78465825,4.876114,10.0
12582,F,1.525,1.1875,0.3875,31.18445,12.927372,6.42116175,9.2135875,17.0
12583,M,1.425,1.0625,0.3375,23.7285315,10.02154825,4.7343665,6.633783,10.0
12584,M,1.25,0.9375,0.3,15.43630275,6.123492,3.01922175,4.139027,9.0
12585,F,1.425,1.1375,0.4125,28.066005,13.9196045,5.54232725,7.2291225,9.0
12586,I,1.375,1.1,0.3375,21.829115,9.6671795,4.06815325,7.37087,11.0
12587,M,1.625,1.2375,0.4125,35.62114675,16.62698175,6.56290925,9.8372765,15.0
12588,I,0.725,0.5375,0.1625,3.35941575,1.360776,0.63786375,1.190679,6.0
12589,I,1.2125,0.925,0.3,14.01882775,5.1312595,3.10427025,4.1106775,8.0
12590,F,1.5,1.2,0.375,25.92561775,12.133586,4.4508715,6.23689,9.0
12591,F,1.725,1.3375,0.5,47.10269425,21.16290175,9.68135425,12.8990225,11.0
12592,F,1.5125,1.175,0.4125,28.81726675,12.79979925,6.25106475,8.9300925,11.0
12593,I,1.4,1.0625,0.3625,25.0326085,12.8423235,5.59902625,7.37087,10.0
12594,F,1.6125,1.2375,0.4,36.967748,16.51358375,7.6827145,9.922325,11.0
12595,M,1.525,1.2125,0.4,31.51046925,12.757275,6.973977,9.7805775,11.0
12596,M,1.025,0.775,0.2125,8.77417025,3.515338,1.8994165,2.6932025,8.0
12597,M,1.6125,1.225,0.4375,34.8415355,15.46465225,7.144074,9.1568885,11.0
12598,F,1.6125,1.225,0.45,38.4702715,20.14231975,8.0229085,9.355335,9.0
12599,I,0.7875,0.575,0.1875,4.60679375,2.0128145,0.83631025,1.2757275,6.0
12600,F,1.5625,1.2125,0.4125,36.6559035,16.896302,8.278054,9.355335,10.0
12601,F,1.5625,1.225,0.475,31.19862475,14.0330025,6.6054335,7.5126175,10.0
12602,F,1.6625,1.2875,0.5,40.63900825,16.386011,8.674947,11.056305,21.0
12603,I,1.2,0.95,0.3125,15.7339725,5.99591925,3.9405805,4.7343665,19.0
12604,M,1.4875,1.075,0.4125,24.720764,6.81805475,5.0745605,9.922325,15.0
12605,I,1.3375,1.025,0.3375,17.463292,8.15048125,4.06815325,4.9611625,8.0
12606,I,0.8875,0.5875,0.225,6.13766675,2.721552,1.0489315,2.26796,6.0
12607,I,1.025,0.75,0.2875,9.02931575,3.78465825,1.65844575,2.6365035,7.0
12608,M,1.8,1.4125,0.5625,49.34230475,20.68096025,12.94154675,13.60776,10.0
12609,M,1.1875,0.9875,0.3,14.5999925,4.6776675,3.061746,4.819415,9.0
12610,F,1.3625,1.025,0.4,22.452804,9.412034,5.00368675,7.7961125,10.0
12611,M,1.55,1.25,0.4,31.18445,11.97766375,6.7755305,8.9300925,14.0
12612,F,1.45,1.175,0.4625,27.9242575,12.79979925,5.556502,8.3631025,11.0
12613,I,1.15,0.8625,0.275,10.77281,4.69184225,2.324659,3.118445,8.0
12614,F,1.25,1.0125,0.35,23.019794,12.34620725,4.91863825,5.88252125,8.0
12615,F,1.1875,0.9125,0.2625,12.54465375,5.71242425,2.5231055,3.35941575,10.0
12616,F,1.575,1.25,0.4625,37.6197865,15.365429,8.561549,11.056305,12.0
12617,F,1.6375,1.25,0.45,45.23162725,20.2131935,8.88756825,13.7495075,10.0
12618,I,1.475,1.125,0.3,23.74270625,11.58077075,4.252425,6.520385,9.0
12619,F,1.6875,1.2875,0.4625,40.78075575,16.5277585,8.09378225,10.0640725,18.0
12620,I,1.1125,0.875,0.275,12.99824575,5.91087075,2.67902775,3.5436875,8.0
12621,M,1.6125,1.25,0.4,35.19590425,12.82814875,8.60407325,11.01378075,11.0
12622,I,1.4125,1.075,0.325,22.66542525,9.1001895,4.46504625,7.654365,11.0
12623,I,1.375,1.0875,0.3625,24.9192105,10.319218,4.8477645,6.6054335,11.0
12624,M,0.875,0.6625,0.2125,5.556502,2.551455,1.1056305,1.70097,6.0
12625,I,0.525,0.375,0.125,1.45999925,0.4819415,0.340194,0.43941725,5.0
12626,F,1.4625,1.1375,0.3875,31.19862475,14.67086625,7.55514175,8.3631025,10.0
12627,F,1.325,1.0375,0.425,22.5378525,9.6104805,4.7343665,8.3631025,12.0
12628,I,1.3,1.0,0.35,17.8885345,9.99319875,3.685435,5.0745605,9.0
12629,I,1.4,1.0375,0.375,24.7491135,11.453198,5.23048275,7.654365,9.0
12630,M,1.125,0.8375,0.3375,12.34620725,5.82582225,2.99087225,3.8271825,8.0
12631,F,1.2125,0.95,0.3375,18.4555245,7.540967,3.72795925,4.6776675,11.0
12632,M,1.175,0.875,0.3625,15.37960375,5.613201,2.99087225,4.9611625,10.0
12633,M,1.3875,1.075,0.35,23.37416275,8.63242275,4.86193925,6.80388,12.0
12634,I,1.075,0.8125,0.25,10.41844125,4.74854125,2.097863,3.40194,7.0
12635,M,1.3,1.025,0.3875,20.2131935,6.76135575,5.216308,6.6621325,10.0
12636,M,1.4125,1.0625,0.4625,27.54153925,8.6465975,4.37999775,11.056305,14.0
12637,I,1.25,0.9375,0.3125,15.26620575,7.29999625,2.9766975,4.35164825,8.0
12638,I,1.4375,1.125,0.3875,24.437269,12.3320325,5.0745605,5.6699,8.0
12639,I,0.975,0.7125,0.2125,7.994559,3.55786225,1.48834875,2.42388225,7.0
12640,I,1.05,0.8375,0.2625,10.2341695,4.9611625,2.22543575,2.83495,7.0
12641,F,1.6375,1.2875,0.4875,46.62075275,23.0481435,9.128539,11.29727575,10.0
12642,I,1.0875,0.8125,0.275,11.3398,5.839997,2.097863,3.9972795,8.0
12643,F,1.3875,1.0875,0.375,22.66542525,8.845044,4.2807745,8.3631025,13.0
12644,I,0.85,0.625,0.2,5.10291,1.9561155,1.13398,1.40330025,6.0
12645,F,1.4,1.1625,0.375,25.2594045,12.28950825,5.00368675,6.80388,10.0
12646,F,1.175,0.8875,0.275,15.03940975,6.47786075,3.6003865,4.3941725,9.0
12647,I,1.4125,1.125,0.4,25.33027825,10.149121,5.8683465,7.7961125,13.0
12648,F,1.7375,1.3,0.5,42.354153,18.63979625,8.6465975,12.757275,14.0
12649,F,1.3125,1.1,0.4125,28.36367475,12.0485375,6.25106475,8.50485,9.0
12650,M,1.7125,1.325,0.5,42.297454,18.200379,10.149121,13.891255,12.0
12651,I,0.9625,0.75,0.225,7.9095105,3.27436725,1.6726205,2.1262125,8.0
12652,F,1.3375,1.05,0.3375,23.7285315,8.49067525,5.11708475,7.7961125,11.0
12653,I,0.85,0.625,0.225,5.06038575,2.31048425,1.48834875,1.63009625,6.0
12654,M,1.4375,1.15,0.3875,25.741346,10.75863525,5.4714535,7.2291225,10.0
12655,F,1.5875,1.2625,0.375,33.962701,14.98271075,8.1930055,10.20582,12.0
12656,I,1.1875,0.9375,0.3125,12.984071,4.7910655,2.31048425,3.81300775,7.0
12657,I,1.1875,0.9375,0.2875,15.2236815,7.597666,3.118445,4.252425,8.0
12658,I,0.625,0.4375,0.15,1.99863975,0.7087375,0.340194,0.56699,2.0
12659,I,1.1875,0.9,0.275,13.8062065,5.4147545,2.8066005,3.8271825,8.0
12660,I,0.7375,0.5375,0.2125,3.89805625,1.63009625,0.8788345,1.13398,7.0
12661,I,1.175,0.925,0.3,14.27397325,8.15048125,2.82077525,3.855532,7.0
12662,I,0.525,0.425,0.1625,1.57339725,0.850485,0.3685435,0.56699,4.0
12663,F,1.45,1.2,0.375,32.13415825,13.6361095,6.4353365,8.9300925,13.0
12664,I,1.05,0.8125,0.225,10.4042665,4.89028875,2.041164,2.9766975,7.0
12665,M,1.3125,1.025,0.375,22.6512505,10.5176645,5.0745605,6.6621325,11.0
12666,F,1.425,1.1125,0.325,23.7285315,9.8372765,5.6982495,6.80388,10.0
12667,I,0.95,0.7125,0.25,7.9095105,3.27436725,1.3891255,2.1262125,7.0
12668,M,1.375,1.0125,0.325,21.21960075,8.66077225,4.43669675,6.23689,9.0
12669,M,0.9375,0.7,0.3125,8.40562675,2.70737725,1.7293195,3.2601925,18.0
12670,M,1.425,1.1125,0.375,22.5378525,9.6671795,4.63514325,6.9456275,8.0
12671,F,1.2125,0.9625,0.3,18.24290325,6.90310325,4.025629,5.2446575,13.0
12672,I,1.3,0.9875,0.3375,17.2081465,6.066793,4.43669675,5.2446575,9.0
12673,M,1.3125,1.025,0.325,20.638436,9.87980075,4.63514325,5.386405,9.0
12674,F,1.725,1.3125,0.45,46.13881125,22.52367775,10.7444605,13.04077,12.0
12675,F,1.2375,0.9875,0.3125,18.4555245,8.83086925,3.912231,5.10291,8.0
12676,I,1.3,0.9625,0.3125,16.3576615,6.56290925,3.64291075,5.386405,9.0
12677,M,1.4125,1.0625,0.375,27.612413,11.1413535,6.7755305,7.7961125,11.0
12678,I,1.1,0.875,0.2625,10.21999475,4.46504625,2.50893075,3.40194,7.0
12679,I,1.3,0.975,0.325,17.61921425,8.43397625,3.7137845,5.953395,8.0
12680,I,1.25,0.9625,0.35,19.49028125,9.07184,3.84135725,5.2446575,7.0
12681,M,1.1625,0.8875,0.275,20.0430965,8.1930055,4.2807745,4.9611625,14.0
12682,M,1.5125,1.2125,0.4375,31.9498865,11.07047975,7.3992195,11.90679,19.0
12683,M,1.325,1.0625,0.325,20.87940675,8.37727725,4.8477645,6.3786375,12.0
12684,I,0.325,0.2375,0.0875,0.41106775,0.15592225,0.0850485,0.1417475,4.0
12685,M,1.525,1.2,0.4,31.581343,14.75591475,7.314171,8.6465975,9.0
12686,M,1.5625,1.225,0.3875,32.78619675,14.288148,7.89533575,8.9300925,11.0
12687,M,1.3125,0.9875,0.3125,18.27125275,8.051258,3.44446425,4.819415,9.0
12688,I,0.6875,0.5,0.1625,2.8066005,1.26155275,0.5953395,0.9922325,6.0
12689,F,1.65,1.2375,0.375,36.85435,16.499409,8.221355,9.07184,10.0
12690,I,1.25,0.9375,0.2875,13.96212875,5.96756975,2.96252275,4.195726,8.0
12691,F,1.4,1.125,0.3875,27.59823825,11.9351395,5.556502,7.29999625,10.0
12692,M,1.4,1.05,0.3625,22.5378525,9.76640275,4.252425,6.9456275,10.0
12693,I,0.9375,0.6875,0.25,6.2085405,2.721552,1.14815475,2.26796,7.0
12694,M,1.3,1.025,0.45,19.85882475,5.91087075,4.60679375,6.0951425,9.0
12695,I,0.95,0.75,0.2375,7.98038425,3.55786225,1.5592225,2.551455,6.0
12696,I,1.325,1.0375,0.3625,21.55979475,10.47514025,4.819415,7.2291225,9.0
12697,I,1.3625,0.95,0.3375,17.57669,8.3631025,3.0333965,5.386405,9.0
12698,F,1.725,1.4125,0.5,59.6189985,28.05183025,13.19669225,15.30873,11.0
12699,F,1.325,1.0375,0.325,23.51591025,8.3631025,4.89028875,6.747181,9.0
12700,M,1.7,1.275,0.5,52.34735175,20.65261075,10.16329575,17.7184375,18.0
12701,I,0.625,0.475,0.15,2.16873675,1.1056305,0.69456275,0.69456275,4.0
12702,M,1.5375,1.1875,0.4375,33.46658475,13.437663,7.3992195,9.468733,12.0
12703,F,1.2375,0.9375,0.275,16.839603,6.917278,4.01145425,5.10291,8.0
12704,M,1.325,1.075,0.325,20.62426125,7.81028725,4.7910655,6.87475375,10.0
12705,I,0.9625,0.6875,0.2125,6.64795775,2.76407625,1.247378,1.91359125,6.0
12706,F,1.675,1.35,0.4875,41.900561,18.9091165,10.07824725,13.33843975,13.0
12707,I,1.1625,0.9,0.2875,15.66309875,6.7755305,3.0333965,4.9611625,8.0
12708,M,1.6375,1.275,0.3875,37.40716525,16.68368075,8.09378225,9.07184,8.0
